incident_zip,created_date,latitude,longitude
10454,2020-06-05T21:21:27.000,40.81209564542954,-73.91817626989842
11212,2020-06-05T23:17:28.000,40.66221727642143,-73.90593210846586
10463,2020-06-06T21:25:35.000,40.882961972881404,-73.90823080350977
10032,2020-06-06T21:43:28.000,40.8354582796541,-73.93981585762363
11206,2020-06-06T22:06:22.000,40.70334799311786,-73.9339625410728
10308,2020-06-06T13:39:32.000,40.5545446198323,-74.15469672570171
10308,2020-06-06T16:40:28.000,40.5545446198323,-74.15469672570171
11212,2020-06-07T01:31:30.000,40.66277368915709,-73.9118822563938
11226,2020-06-06T21:25:23.000,40.64579462421121,-73.96239364206963
11221,2020-06-06T21:59:59.000,40.68802290193356,-73.91556647540166
11226,2020-06-06T22:02:51.000,40.64591782808841,-73.96145305153163
10312,2020-06-06T16:35:10.000,40.55987988721611,-74.17789315820811
11228,2020-06-06T21:20:50.000,40.618236854755004,-74.0131654357739
11234,2020-06-06T21:22:16.000,40.61106578977403,-73.9064111727482
11379,2020-06-06T23:21:59.000,40.72098085962789,-73.86765200014966
11693,2020-06-06T20:18:19.000,40.58822777070659,-73.81313828092117
11212,2020-06-06T23:50:42.000,40.658656567877024,-73.9050468873852
11203,2020-06-06T21:51:05.000,40.65941517743085,-73.9389835134306
11228,2020-06-06T21:36:16.000,40.61335391750385,-74.01272505670318
10468,2020-06-06T22:50:37.000,40.873292675645715,-73.90186578362315
10040,2020-06-06T20:56:12.000,40.853992846328005,-73.92935592122582
11234,2020-06-06T21:24:40.000,40.61933447678114,-73.90810337045941
11232,2020-06-07T00:08:53.000,40.652039373472064,-74.0081915724502
10040,2020-06-06T20:27:35.000,40.853992846328005,-73.92935592122582
10306,2020-06-06T21:54:41.000,40.578237850959546,-74.09374442083501
10312,2020-06-06T21:16:30.000,40.553625315100675,-74.1644250956947
10308,2020-06-06T21:41:51.000,40.55125251507883,-74.14058686258139
11354,2020-06-06T21:20:21.000,40.773770772271746,-73.81924283513001
10463,2020-06-06T23:27:54.000,40.87602186087904,-73.90300079606398
11212,2020-06-06T23:11:54.000,40.67285702803293,-73.90380818492986
10308,2020-06-06T21:22:27.000,40.545280872000106,-74.14632047537013
11226,2020-06-06T20:10:13.000,40.65074896962073,-73.96242688737108
11228,2020-06-06T23:08:23.000,40.6047816240232,-74.01518671785409
10032,2020-06-06T19:33:32.000,40.84245599585089,-73.9373844148488
10465,2020-06-06T18:58:04.000,40.83355358993476,-73.81913462255449
11354,2020-06-06T21:16:36.000,40.7714785789142,-73.81729225751765
10308,2020-06-06T21:23:15.000,40.55132395930906,-74.14052224113026
10308,2020-06-06T21:31:59.000,40.55125251507883,-74.14058686258139
11226,2019-07-10T17:46:50.000,40.65381784344286,-73.95532896987159
11236,2020-06-07T23:33:22.000,40.64213048248876,-73.8899436390167
11357,2020-06-07T20:58:25.000,40.78217029863434,-73.81616159185855
11226,2020-06-07T21:50:10.000,40.63941043943263,-73.95524853535079
11234,2020-06-07T04:01:59.000,40.61781784560463,-73.9062396152796
11354,2020-06-07T22:05:23.000,40.7714785789142,-73.81729225751765
10461,2020-06-07T22:58:30.000,40.839942120772385,-73.85094253200303
11226,2020-06-07T21:28:12.000,40.64581383180553,-73.96237561362634
11356,2020-06-07T21:45:11.000,40.787054016683065,-73.83104781424656
11203,2020-06-07T21:18:07.000,40.65941517743085,-73.9389835134306
10033,2020-06-08T00:28:58.000,40.85416834340433,-73.93370435416593
10314,2020-06-01T21:42:03.000,40.575805036470015,-74.16327017911736
11226,2020-06-07T20:53:08.000,40.648539198578376,-73.96175784905559
11694,2020-06-01T21:18:58.000,40.58223218422526,-73.82117967974983
10465,2020-06-01T07:51:35.000,40.83355358993476,-73.81913462255449
10302,2020-06-07T22:17:14.000,40.63585017491263,-74.13823578734912
10312,2019-07-14T21:25:42.000,40.54050848567216,-74.18044643764446
11226,2019-07-14T21:58:12.000,40.64856656828209,-73.96152359467672
10040,2020-06-07T22:59:25.000,40.86150692093713,-73.92787293319823
10033,2020-06-09T01:07:40.000,40.85372578440786,-73.93256252217486
10009,2020-06-09T00:50:24.000,40.723801916686774,-73.975939981237
10002,2020-06-08T23:51:49.000,40.71993314231638,-73.98352440748299
10032,2020-06-10T00:46:56.000,40.83879341512027,-73.9404163746114
10463,2020-06-08T13:53:04.000,40.88242738036165,-73.90230072756312
11212,2020-06-08T19:27:30.000,40.658451796485075,-73.90980833741153
10455,2020-06-08T20:44:38.000,40.81759862756429,-73.9037218095306
11213,2020-06-08T22:08:46.000,40.66998903867926,-73.9357294931035
11226,2020-06-08T22:07:25.000,40.64668642342642,-73.95412654826353
11692,2020-06-08T23:32:32.000,40.59759688921185,-73.78695130198061
10452,2020-06-09T00:59:26.000,40.83214495820546,-73.9293393689272
10014,2020-06-08T22:48:19.000,40.73118507625297,-74.00096698146373
10455,2020-06-09T01:29:50.000,40.81245719132271,-73.90303925053954
11412,2019-07-14T21:49:02.000,40.70497378388714,-73.76882333647058
10032,2020-06-09T01:19:57.000,40.84331131489608,-73.9355150568389
11203,2020-06-08T18:56:50.000,40.65309006667052,-73.94209947864802
10463,2020-06-08T19:33:22.000,40.889747715086735,-73.91290150769332
11203,2019-07-14T21:22:03.000,40.64560414608206,-73.92200197621703
11212,2020-06-08T22:09:48.000,40.66063493050921,-73.91113538187801
11369,2020-06-08T21:35:51.000,40.76503458682175,-73.88328952000305
10040,2020-06-09T01:34:24.000,40.853992846328005,-73.92935592122582
11691,2020-06-08T23:55:29.000,40.60346820374366,-73.74771855139466
10040,2020-06-08T04:16:51.000,40.854992232899,-73.92987178432652
10032,2020-06-08T23:19:11.000,40.83496150779994,-73.93985605845691
10306,2020-06-08T21:31:03.000,40.554963088292574,-74.13637707856168
11213,2020-06-08T22:08:52.000,40.66997795268315,-73.93553844781464
11226,2020-06-08T22:56:58.000,40.647949097726034,-73.96184107097778
11377,2020-06-08T22:30:53.000,40.75515617531598,-73.91085768895766
11378,2020-06-08T22:24:36.000,40.71908873380624,-73.90239586750444
11233,2020-06-08T21:57:37.000,40.68055451784449,-73.90857063470405
11212,2020-06-08T21:14:21.000,40.65843923491876,-73.90444889832405
11226,2020-06-08T23:17:15.000,40.648539198578376,-73.96175784905559
10032,2020-06-09T01:02:04.000,40.84182769447864,-73.9378223173734
11421,2020-06-08T09:29:33.000,40.691066805131136,-73.85495344362107
11228,2020-06-08T18:48:42.000,40.61174747150455,-74.01823172578321
10032,2020-06-09T02:01:45.000,40.84138024281771,-73.93770346971272
10306,2020-06-08T21:28:30.000,40.56762090156976,-74.13276041896366
11357,2020-06-08T21:40:03.000,40.782962238992596,-73.81881345604629
10128,2020-06-08T22:58:03.000,40.78194731108964,-73.94567053793698
11379,2020-06-08T22:44:34.000,40.71462194983776,-73.90115790882437
11226,2020-06-09T00:18:28.000,40.64695845070365,-73.954868699838
10027,2020-06-08T21:36:42.000,40.81135911209919,-73.94417624678773
10032,2020-06-09T01:53:43.000,40.84182769447864,-73.9378223173734
11228,2020-06-08T22:29:35.000,40.611037225143676,-74.0134809607563
10030,2020-06-08T22:41:04.000,40.81838698470345,-73.94143902290705
11354,2019-07-16T19:04:49.000,40.755897517912345,-73.83611875713807
10033,2019-07-12T23:38:31.000,40.8502110866143,-73.93981696758314
10034,2019-07-12T19:51:34.000,40.86987642136505,-73.92089646547889
11226,2020-06-09T22:51:01.000,40.64717485176219,-73.9611928663221
11416,2019-07-12T15:17:07.000,40.68077251725212,-73.85824955270512
